,Review Header,Reviews,Ratings
13854,Absolute rubbish!,"Worst Software in this phone , don't buy",1.0
13855,Worth the money,GOOD>>>>,4.0
13856,Terrific purchase,best phone 📱 but become warm ♨after use,5.0
13857,Awesome,Wooow it's amazing........,5.0
13858,Classy product,Good phone quick speed and battery is awesome,5.0
13859,Nice,good,3.0
13860,Super!,time to delivery perfect,5.0
13861,Terrific purchase,Nice,5.0
13862,Good choice,Nice phone in this price range,4.0
13863,Nice product,has lots of bug issues .camera's awesome.80% charged in 2 hrs,4.0
13864,Good quality product,Good Product,4.0
13865,Not recommended at all,Not happy with the product. Product was not good.,1.0
13866,Classy product,good,5.0
13867,Worth every penny,super phone,5.0
13868,Great product,good phone with good price.,5.0
13869,Fabulous!,very good products,5.0
13870,Wonderful,my experience with this phone after 20 days I got two black lines in my display then I went to service center they changed my display service center service is good . overall phone is good,5.0
13871,Wonderful,Fantastic one,5.0
13872,Decent product,Best,3.0
13873,Worth the money,nice,4.0
13874,Super!,Good,5.0
13875,Mind-blowing purchase,Nice set....,5.0
13876,Does the job,ok,3.0
13877,Very Good,good product but slightly battery backup would be decrease after updating miui 10.,4.0
13878,Just wow!,Most Delicious Phone I loved it more than other phones like oppo vivo,5.0
13879,Perfect product!,good product,5.0
13880,Fabulous!,super mobile,5.0
13881,Worth every penny,Excellent mobile in this price sigment,5.0
13882,Highly recommended,Worth for price...,5.0
13883,Classy product,nice,5.0
13884,Good quality product,good,4.0
13885,Not good,poor,2.0
13886,Super!,I wanna say only one thing that the phone I buyed is the best phone ever.  Even it can defeat all the phones in my area. I loved it.,5.0
13887,Terrific purchase,"best phone this price range,thanks flipkart to fast delivery",5.0
13888,Just wow!,Good,5.0
13889,Fabulous!,Love it,5.0
13890,Wonderful,Amazing phone in this price 😍😍,5.0
13891,Does the job,nice performance,3.0
13892,Highly recommended,nice products,5.0
13893,Very Good,"I purchased 4 number note 5 pro, value for money",4.0
13894,Brilliant,good product...value for money,5.0
13895,Super!,Wonderful,5.0
13896,Excellent,Good product value for money,5.0
13897,Unsatisfactory,Network problem and lag issue,1.0
13898,Hated it!,Not good,1.0
13899,Simply awesome,awesome Mobile in this price,5.0
13900,Awesome,awessome mobile and best price,5.0
13901,Highly recommended,"Nice camera, performance good , 100% value of money",5.0
13902,Really Nice,super,4.0
13903,Worth every penny,supper,5.0
13904,Worth every penny,Awesome mobile. (´✪ω✪`)♡,5.0
13905,Best in the market!,excellent product,5.0
13906,Must buy!,Thanks Flipkart,5.0
13907,Pretty good,overall it's ok product,4.0
13908,Very Good,good,4.0
13909,Worth the money,awesome..,4.0
13910,Wonderful,Must have Budget pack phone,5.0
13911,Perfect product!,Really good phone at this price. Thanks redmi India.,5.0
13912,Worth the money,good mobile,4.0
13913,Delightful,GOOD,4.0
13914,Worth every penny,best phone,5.0
13915,Brilliant,Okey,5.0
13916,Great product,camera super,5.0
13917,Perfect product!,High performance mobile with long standing battery,5.0
13918,Simply awesome,super,5.0
13919,Highly recommended,Good phone,5.0
13920,Terrific,classic look.....i loved it😘,5.0
13921,Classy product,supper Mobile,5.0
13922,Pretty good,Nice phone but slows sometimes.,4.0
13923,Wonderful,Superb Product 12999 Me,5.0
13924,Wonderful,i like,4.0
13925,Must buy!,quality is awesome but battery is not according to expectations,5.0
13926,Awesome,Happy with the product and thank you for the free back cover.,5.0
13927,Delightful,it's really a magical product with the side of mi...blindly go for it...,4.0
13928,Really Nice,Like it,4.0
13929,Worth every penny,good camera is the best👍💯,5.0
13930,Classy product,good product,5.0
13931,Pretty good,nice phone in this range,4.0
13932,Perfect product!,Best phone in this range!!!,5.0
13933,Mind-blowing purchase,Nice product,5.0
13934,Must buy!,Nice phone,5.0
13935,Simply awesome,Good performance,5.0
13936,Does the job,Good product,3.0
13937,Classy product,spr,5.0
13938,Awesome,Perfect 🙂,5.0
13939,Terrific purchase,good,5.0
13940,Fabulous!,Very Good,5.0
13941,Horrible,not working this phone after 4 months of purchases!!!,1.0
13942,Useless product,very bad👎😈😧 mobile overheating and ❌not comfortable.,1.0
13943,Not good,product is good but service from flipkart is very bad. I would suggest not to buy anything from flipkart. They don't deliver genuine  product. There are so many hidden terms and congratulations. I have become victim of it. Customer service wasted my whole month but no solution. being tired stopped complaining.,2.0
13944,Awesome,Very good,5.0
13945,Perfect product!,I am very happy to purchase this product from filpkart..good purchase...value for money.,5.0
13946,Must buy!,"Amazing experience,  loved its processor what a phone!  must buy.. 😀😀",5.0
13947,Highly recommended,Zakkas  mobile,5.0
13948,Good quality product,Good phone to buy..  Value for money,4.0
13949,Excellent,supar,5.0
13950,Awesome,best,5.0
13951,Not recommended at all,Not Good,1.0
13952,Pretty good,good,4.0
13953,Excellent,ok,5.0
13954,Excellent,awasom tks tor mi,5.0
13955,Wonderful,nice mobile,5.0
13956,Wonderful,super money value,5.0
13957,Best in the market!,better phone available in this price,5.0
13958,Delightful,Average,4.0
13959,Great product,very good,5.0
13960,Perfect product!,working Good,5.0
13961,Terrific purchase,good product,5.0
13962,Perfect product!,good product,5.0
13963,Good quality product,Nice,4.0
13964,Worth every penny,Good One.,5.0
13965,Must buy!,my favourite phone..osm.. 📷 quality is very good..this photo is clicked on this phone,5.0
13966,Excellent,great and awesome phone,5.0
13967,Simply awesome,Excellent,5.0
13968,Super!,Beast.,5.0
13969,Worth the money,Upto the expectation and value,4.0
13970,Perfect product!,awesome mobile very happy😄😃,5.0
13971,Must buy!,awsm phone good work I am using this phone is 6 months no problem in this period,5.0
13972,Just wow!,"That was an excellent phone, It had RAM of 3GB but was running like 6GB RAM. I exchanged it for note 5 pro and that was a mistake, I think except for camera I have not upgraded my phone,  Also it had bigger display to enjoy movies.",5.0
13973,Best in the market!,Awesome,5.0
13974,Horrible,I am not Happy,1.0
13975,Perfect product!,Superb performance 😃😃,5.0
13976,Just okay,volume up and down botton not working when Bluetooth headphones connected...need to reboot . give me the solution,3.0
13977,Super!,Ablithing is good,5.0
13978,Just wow!,Good,5.0
13979,Perfect product!,Delivery before the expected date and time,5.0
13980,Super!,good,5.0
13981,Value-for-money,best for money value,4.0
13982,Fabulous!,ok,5.0
13983,Best in the market!,wonderful product it's amazing,5.0
13984,Simply awesome,Verry good,5.0
13985,Value-for-money,gud phone...,4.0
13986,Value-for-money,good products good packing,4.0
13987,Mind-blowing purchase,Amazing android mobile in such a low price,5.0
13988,Fabulous!,worth for money,5.0
13989,Mind-blowing purchase,nice,5.0
13990,Highly recommended,super mobile,5.0
13991,Worth every penny,Nice product,5.0
13992,Must buy!,Awesome mobile. Camera is very good as compared to price. Also look is very well. Overall performance is better & really products is value for money,5.0
13993,Wonderful,good product,5.0
13994,Excellent,Chip and Best,5.0
13995,Moderate,"Completely average phone.Writing review after 13 months of usageIt gives average performance even at the 6 GB of RAM.Only selfie camera and battery backup is good The back camera is very very badEven it has snapdragon 636, still the performance is not satisfyingI am really disappointed with it",2.0
13996,Just wow!,good product but product delivery is very late.,5.0
13997,Excellent,very amazing mobile in the rate camera was nice,5.0
13998,Great product,best Mobile,5.0
13999,Best in the market!,awesome,5.0
14000,Highly recommended,Very good mobail value for money,5.0
14001,note 5 pro,i love this phone,4.0
14002,Delightful,good,4.0
14003,Really Nice,good,4.0
14004,Worth every penny,Very nice phone,5.0
14005,Fabulous!,nice,5.0
14006,Mind-blowing purchase,Best phone ever,5.0
14007,Wonderful,nice,5.0
14008,Super!,amazing........,5.0
14009,Super!,Ozmmmmm. I lov it,5.0
14010,Great product,osm,5.0
14011,Value-for-money,Nice,4.0
14012,Perfect product!,this phone is so good....espicially fps is good,5.0
14013,Fabulous!,super flipkart,5.0
14014,Fabulous!,camera quality low,5.0
14015,Fabulous!,It's one of the best phones under 13k. I got a 6gb variant for just 10700.,5.0
14016,Wonderful,Good👍😇,5.0
14017,Terrific purchase,nice 👍,5.0
14018,Really Nice,good,4.0
14019,Pretty good,Good,4.0
14020,Terrific purchase,good mobile..... for this price rangend camera quality for back camera is little bit better selfie camera is simply superb,5.0
14021,Value-for-money,not bad,4.0
14022,Worth every penny,good,5.0
14023,Awesome,best in its class.. awesome,5.0
14024,Brilliant,good,5.0
14025,Great product,vry gd,5.0
14026,Classy product,Excellent Good product,5.0
14027,Highly recommended,gd serviceNYC product,5.0
14028,Delightful,Not bad,4.0
14029,Worth every penny,good,5.0
14030,Not recommended at all,"handset is good but, charger is very bad. charger damage, and did not work.......",1.0
14031,Value-for-money,awesome products... great camera... value for money😘😍😍😍😍,4.0
14032,Best in the market!,good,5.0
14033,Awesome,front cmra gud,5.0
14034,Excellent,awesome fabulous,5.0
14035,Awesome,Very good for experience Flipkart,5.0
14036,Really Nice,Good to have,4.0
14037,Really Nice,Good,4.0
14038,Value-for-money,Totally satisfied with the product,4.0
14039,Just wow!,dumdar dhamakedar mobile at this price. i loved it. success piece from mi.,5.0
14040,Fair,ok,3.0
14041,Very Good,This phone hangs right from day1. Being a new phone I expect this. But it's a good phone you can get at moderate rates.,4.0
14042,Fair,back camera photos not clear. other things r good,3.0
14043,Fabulous!,its nice,5.0
14044,Simply awesome,good mobile,5.0
14045,Very Good,Good,4.0
14046,Must buy!,I Love Mi ... the best phone in market,5.0
14047,Fabulous!,good product,5.0
14048,Fair,Battery and speaker are not working properly during 1 month I have gifted to someone reports the same....do on this issue...on other smartphones.....,3.0
14049,Nice product,nice,4.0
14050,Great product,Nice,5.0
14051,Good choice,It's really a very nice fone.Thanks xiomi,4.0
14052,Wonderful,good,5.0
14053,Highly recommended,nice,5.0
14054,Super!,good mobile,5.0
14055,Awesome,best and good mobile i love is mi ecome servise is good thanks flipkart,5.0
14056,Wonderful,Nice product,4.0
14057,Terrific,good product,5.0
14058,Perfect product!,"it is good and never hangs, but little bit heated while charging.",5.0
14059,Decent product,nice product except Made IN China,3.0
14060,Wonderful,Rough and tuff mobile but do not update the mobile for better battery backup..,5.0
14061,Brilliant,nice phone,5.0
14062,Decent product,good,3.0
14063,Just wow!,a good product in that price.,5.0
14064,Awesome,Delivered before time thank you flipkart,5.0
14065,Classy product,awesome product,5.0
14066,Awesome,very useful and perfect in prizevery high performance,5.0
14067,Great product,Good product at this price,5.0
14068,Worth every penny,that good phone,5.0
14069,Terrific,"nice mobile ,but lookwise not good",5.0
14070,Just wow!,super night mode,5.0
14071,Best in the market!,"awesome mobile on this price ,  fast and safe service of flipkart",5.0
14072,Nice product,mi is best,4.0
14073,Super!,excellent cam,5.0
14074,Great product,overall Super....,5.0
14075,Terrific,thanks,5.0
14076,Terrific purchase,Dashing with horses,5.0
14077,Classy product,Very nice,5.0
14078,Good quality product,Nice,4.0
14079,Worst experience ever!,very poor quality of phone and now i want buy 7 pro but flipkart not giving refund.,1.0
14080,Simply awesome,good,5.0
14081,Must buy!,Good n one of the best of MI mobiles,5.0
14082,Must buy!,"Value your price, everything is good, buy n enjoy",5.0
14083,Awesome,Good product,5.0
14084,Nice,it's really good,3.0
14085,Highly recommended,Good product..and nice product in price😎😎😍😍😘😘,5.0
14086,Excellent,good prodct most velu  soft  and fins,5.0
14087,Wonderful,No words  for MI mobile...supub phone for low prices,5.0
14088,Really Nice,Camera is amazing!! Battery is good in starting days but not now. N I'm not able do direct video calling option is there but its not working!!!  Rest of things are working fine..!!,4.0
